45,39
45,56
44,9
45,04
46,02
45,03
45,43
46,42
45,22
45,19
45,23
45,72
45,52
45,44
45,8
46,39
45,64
46,01
45,55
46,49
45,71
46,36
45,61
45,32
45,55
45,65
45,83
45,58
45,82
45,82
44,96
45,65
45,5
46,32
45,34
45,2
44,97
46,32
45,31
45,45
45,55
46,06
45,56
45,52
45,38
45,6
45,44
45,64
45,79
45,77
46,61
45,64
45,57
45,01
46,23
46,02
45,5
45,27
45,95
46,43
46,03
45,85
46,94
47,02
46,15
45,91
45,85
46,54
46,46
46,04
46,09
47,09
47
46,21
46,17
46,26
46,81
45,33
45,45
46,41
46,72
45,69
45,59
45,31
46,1
46,05
45,77
45,61
46,83
46,17
45,73
45,26
45,25
45,59
46,41
46,16
46,09
46,03
46,31
45,64
46,01
46,27
46,16
46
45,63
46,28
46,83
46
45,46
46,38
46,56
46,39
45,87
45,98
46,52
46,42
45,91
45,57
46,54
46,24
45,43
45,31
46,23
46,37
45,55
45,51
45,24
46,17
45,58
45,5
45,15
45,85
45,88
44,93
45,11
45,77
45,99
45,26
45,16
45,84
46
45,76
46,03
45,23
46,35
45,09
45,67
46,14
46,13
46,31
45,65
45,84
46,62
46,65
45,97
45,57
45,5
46,31
45,62
45,52
45,53
45,99
45,65
45,53
45,76
45,3
46,29
45,49
45,69
45,25
46,03
46,24
45,56
45,2
45,91
45,91
45,67
45,29
46,29
46,42
45,38
45,92
45,72
45,86
46,13
45,62
45,27
45,52
46,63
45,49
44,86
45,47
45,98
45,75
45,29
45,81
46,35
45,57
45,11
45,87
45,65
46,25
45,57
45,43
45,5
45,35
45,28
44,72
45,42
46,35
45,72
45,04
45,61
45,4
45,35
45,25
45,44
46,3
45,91
45,98
45,48
45,66
45,79
45,74
45,63
45,34
45,63
45,52
44,85
45,7
46,47
46,69
45,9
45,8
46,05
46,42
46,32
45,43
45,94
46,51
46,11
46,25
45,7
46,71
46,49
46,56
46,19
46,4
46,5
46,45
46,9
46,15
46,97
47,39
47,08
46,62
47,39
47,26
47,19
46,89
46,56
46,38
46,25
46,34
46,61
46,83
45,83
46,05
46,43
45,91
46,16
46,26
46,02
45,9
45,61
45,96
45,56
45,94
45,91
45,45
45,21
45,75
46,18
45,97
45,82
46,22
46,49
45,84
46,35
45,68
45,68
45,1
46,38
46,19
47,03
46,59
46,31
46,22
46,92
46,88
46,61
46,82
46,67
46,93
46,45
46,2
45,86
46,44
46,2
46,35
45,61
46,31
46,03
45,39
45,94
46,33
46,71
45,72
45,47
46,28
46,31
46,04
45,75
45,23
46
45,85
45,53
45,32
46,55
46,33
45,8
45,39
46,79
46,6
46,46
46,84
46,7
47,3
47,4
46,36
47,1
47,15
47,15
46,34
46,58
47,29
46,99
46,26
45,84
47,14
46,77
47
46,76
46,95
46,51
46,63
46,03
46,33
46,87
46,53
46,54
46,31
46,74
46,63
46,93
46,5
46,82
46,92
46,68
47,04
47,27
47,41
47,05
46,59
46,49
46,71
46,77
47,04
46,56
46,45
46,99
47,19
47,06
47,17
47,2
46,4
46,42
47,44
47,1
46,85
47,35
46,87
47,34
47,03
46,76
46,36
47,11
46,61
46,46
45,72
46,89
46,66
45,93
46,35
46,65
47,08
46,03
46,08
45,61
46,34
46,82
46,66
45,33
46,77
46,54
46,53
46,06
46,7
46,38
46,13
46,34
45,88
46,59
46,07
45,34
45,87
46,51
46,07
46,48
45,66
46,17
46,07
46,14
45,84
47,07
47,54
47,13
47
47,73
47,2
46,81
46,57
46,84
47,06
47,52
46,68
46,58
47,59
47,14
46,65
46,34
46,95
47,59
46,45
45,76
46,8
47,25
47,07
46,38
46,67
47,4
47,38
46,59
46,49
47,07
47,06
46,69
46,45
47,22
46,84
46,7
46,24
47,29
47,27
47,25
47,48
48,2
47,52
47,26
47,34
47,35
47,61
47,02
47,39
46,75
47,49
46,94
46,31
46,22
47
46,9
46,92
46,71
46,11
46,16
45,78
45,94
46,42
46,28
46,4
45,75
45,78
47,23
46,54
46,16
46,04
46,37
46,14
46,13
46,04
46,27
46,89
46,03
45,81
46,46
46,53
46,68
45,83
45,74
46,37
46,43
46,82
45,69
47,27
46,78
45,97
46,24
46,78
47,15
46,9
46,77
47,62
47,4
47,6
47,85
47,38
47,71
48,16
47,15
46,93
48,14
47,28
46,83
46,66
47,4
47,06
46,92
45,57
46,77
46,91
46,75
46,19
46,06
46,53
46,19
45,88
45,24
46,49
46,21
45,53
46,07
46,45
47,59
47,42
45,93
46,34
47,42
46,58
46,45
45,91
46,92
46,97
47,3
46,29
46,95
47,29
46,42
46,51
46,39
47,32
46,9
46,03
46,91
46,91
46,68
46,91
46,98
47,19
46,61
46,03
45,23
46,22
46,39
46,96
46,55
47,17
46,57
46,81
46,71
47,05
47,56
