44,79
44,83
44,51
45,74
45,56
44,93
45,55
46,08
45,75
45,98
45,2
46,5
46,61
46,12
45,78
46,28
46,82
46,39
46,37
46,68
46,47
45,6
45,8
45,51
45,66
46,16
44,81
46,16
45,2
44,97
44,52
45,96
45,76
44,77
44,5
44,76
45,3
44,24
44,55
45,02
44,68
45,16
44,83
45,12
46,05
45,8
45,13
44,84
45,91
46,5
45,56
45,27
46,21
46,23
46,36
45,8
46,74
46,42
45,77
45,15
45,66
46,1
45,99
45,81
45,96
46,46
46,4
46
45,89
46,98
47,16
46,56
46,64
46,81
46,41
45,19
46,35
46,58
46,34
46,13
45,44
46,16
45,62
45,89
45,32
46,03
45,7
45,02
45,9
45,7
45,74
46,02
45,47
45,71
45,91
45,93
45,27
45,16
46,02
45,9
45,93
45,04
46,35
47,16
46,48
45,76
45,68
46,71
46,77
45,93
45,65
46,42
46,11
46,2
45,72
46,76
46,91
46,16
45,79
46,23
46,25
46,58
45,18
45,81
46,43
46,36
45,9
44,83
46,05
46,14
44,96
45,63
46,18
46,09
44,9
44,84
45,65
46,14
45,88
45,69
45,49
46,44
46,53
45,71
45,61
46,35
45,98
45,4
45,68
45,74
46,09
45,42
45,51
45,7
46,11
45,95
46,07
45,41
47,31
46,44
45,81
45,37
45,9
45,97
45,66
45,54
45,9
46,23
46,67
45,65
45,09
45,81
46,34
45,74
45,43
45,65
45,84
45,48
45,93
45,52
46,36
45,84
46,37
45,96
46,75
46,28
45,68
45,67
46,28
46,43
46,59
45,59
46,2
47,06
46,36
46,31
46,19
46,24
47,06
46,64
45,54
45,88
47,17
46,42
45,82
45,28
46,8
46,65
46,47
45,82
45,85
46,08
46,63
45,68
46,05
46,72
46,66
46,43
46,3
46,23
46,81
46,74
45,65
45,17
46,16
46,13
46,01
45,62
46,81
46,35
45,84
45,88
46,22
46,45
46,5
45,96
46,03
46,4
46,58
46,07
45,72
45,85
46,7
46,14
45,83
45,15
46,48
46,49
45,51
45,25
46,72
46,47
46,23
45,97
45,79
46,3
46,08
46,45
45,21
46,02
46,05
46,18
45,83
46,13
47,27
46,5
46,25
45,63
46,92
46,88
47
46,24
46,67
47,26
46,85
45,91
47,1
47,2
46,64
46,44
46,41
47,74
46,22
46,8
46,09
47,07
46,25
46,08
45,72
45,68
45,98
45,91
45,44
45,54
46,09
45,9
46,31
46,15
45,8
46,46
45,47
45,87
46,52
45,8
46
46,45
45,41
47,14
46,71
46,78
45,56
46,83
46,31
45,68
45,73
45,53
46,48
46,68
46,53
45,95
45,94
46,47
46,29
47,31
46,63
47,04
46,75
46,99
45,66
46,27
46,97
46,44
45,62
46,65
46,69
46,25
46,53
46,69
46,72
47,27
46,73
46,48
45,98
46,58
46,68
45,99
46,55
46,83
46,53
46,36
46,3
45,76
46,69
46,78
46,3
46,05
46,34
46,5
46,27
46,07
47,06
46,83
46,64
46,03
46,79
46,68
46,53
46,16
46,06
46,56
46,69
46,82
46,34
46,07
46,89
46,54
45,85
46,05
47,1
46,24
46,35
46,21
46,9
46,92
46,42
45,87
46,16
46,99
47,12
46,11
46,68
46,92
47,42
46,77
46,12
46,97
47,66
47,21
47,35
46,99
47,96
47,63
47,52
46,97
47,12
48,11
47,05
46,04
47,37
46,91
46,37
45,93
46,34
46,39
46,38
46,09
45,78
46,38
46,57
46,2
45,41
46,88
45,92
46,82
46,05
45,93
47,06
46,16
45,72
46,74
47,41
45,79
46,27
45,73
46,02
46,75
46,5
45,67
46,44
46,71
46,38
45,76
45,87
47,07
46,35
46,11
46,72
47,06
46,78
46,42
46,65
47,53
46,97
46,98
46,28
46,7
48
46,99
46,36
45,98
47,16
47,55
46,18
46,72
46,88
47,31
46,55
46,52
46,94
46,65
46,58
46,39
45,99
46,75
46,89
45,5
45,64
47,08
46,68
46,33
45,63
46,66
46,63
46
45,99
46,72
46,59
45,96
45,8
45,97
46,97
46,16
45,73
45,07
46,57
46,11
46,04
45,37
46,07
46,92
45,93
45,39
45,7
46,9
45,64
45,78
45,31
45,96
46,22
45,77
46,19
46,45
46,43
46,37
46,73
46,4
46,94
46,75
46,39
46,5
46,52
46,82
46,86
46,47
46,54
46,81
47,07
45,98
46,2
47,21
47,19
46,54
46,8
46,8
46,56
46,81
46,76
47,04
47,18
46,53
46,72
45,83
47,29
47,01
47,22
46,96
46,85
47,66
46,81
46,92
46,7
46,64
47,15
46,63
46,31
46,82
47,14
46,75
46,94
47,76
46,8
46,87
46,64
47
47,36
46,92
47,21
47,2
47,24
47,12
46,77
46,56
47,36
46,72
46,86
45,96
46,88
46,41
45,95
45,96
46,31
46,99
46,24
46,16
46,55
46,95
46,51
46,24
46,18
46,71
46,82
45,69
46,29
46,72
46,88
47,15
46
46,84
47,06
46,7
46,6
