68,4
67,7
69
69,4
68,8
67,3
68
68,4
68,9
69
68,4
68,7
68,9
68,5
68,9
69,1
69,9
69,8
68,8
69,9
69,9
68,6
69,1
68,1
68,7
69
67,8
69,6
68,8
68,4
68,4
68,7
68,5
68,9
67,5
67,5
68,2
68,2
68,7
68,2
68,6
69,2
68,1
69,4
69,5
70
69,1
68,9
70
71,1
69,8
70
70,6
70,1
70,3
70,5
69,6
71,2
70,2
69,8
69,2
69,9
70,8
69,9
69
69,8
70,5
69,9
69,9
70,3
70
70,8
70,5
70,5
69,2
69,4
69,9
70,3
69,4
70,1
69,6
69,9
67,9
69,6
68,6
70,3
69,2
69,3
68,8
68,4
70,3
69,1
68,5
68,7
67,4
68,9
68,3
68
69,5
68,1
69,8
69,7
68,5
69,2
68,9
67,6
68,6
70,1
69,3
68,6
69,5
67,9
68,5
69,4
69,9
69,9
69,5
68,2
68,6
68,6
68,5
68,9
70,1
68,8
68,8
69,5
69,1
68
69,6
69,6
68,7
68,5
69,5
68,6
68,2
68,1
68,7
69,1
68,6
68,8
68,8
68,8
69,9
69
67,1
69,3
67,7
68,3
66,8
67,8
67,9
67,8
68,1
67,6
67,7
68,1
67,3
67,4
69,7
67,7
68,6
68,4
67,8
68,5
68,5
68,2
68
68
69,7
67,6
68
68,3
68,9
68,1
67,5
66,6
67
67,4
67,3
67,2
68,9
69,6
68,3
68,4
69,1
67,2
68,4
68,1
68
68
67,6
68,2
67,8
69,3
69,6
69,2
69
68,8
68,9
68,4
68,5
67,6
69,4
68,8
67,5
67,9
68,9
69,2
68,2
67,8
67,5
67,7
68,5
68,2
67,4
68,5
68,6
69,2
68,7
69,3
69
69,3
68,3
68,1
69
69,3
69,3
67,3
69,1
68
68,8
68,5
68,3
69,1
69,5
68,8
69,6
69,3
69,1
69,4
68,6
68,9
68,7
69,7
67,5
67,5
69,4
69,6
68,6
68,4
69,9
69,6
68,7
68,7
68,8
70
69,4
69,8
67,9
68,7
68,5
68,8
68,2
69
69,7
68,6
69,1
68,2
69,2
68,6
70,1
69,3
68,1
69,3
68,1
69,1
70,3
70,5
68,7
70,1
69,8
69,6
68,4
70,1
68,2
70,1
67,4
69,4
69,3
68,5
68,7
68,5
68,2
68
67,6
67,5
68,4
68,3
67,9
68,4
67,6
69
69,2
67,6
68,5
68,9
67,7
68
67,9
69,3
67,8
69
69,5
68
68,4
68,9
68,5
67,7
68,2
68,5
67,5
70
69,4
69,6
68,8
69,7
69,2
70,8
68,7
69
68,6
69,4
68,2
69,3
69,3
68,7
69,2
69
70,1
70,4
69,2
68,8
69
69,1
69,9
69,6
70,2
69,4
69,1
70,3
70,5
68,4
70
70,5
69,2
70,6
69,1
69,4
69,7
69,1
70,5
69,9
69,9
69,3
68,7
69,6
68,7
69,5
67,7
69,4
69,7
70,2
68,4
68,6
68,9
69,5
69
68,7
69,5
70,1
69,9
70,9
69,3
69,2
69,6
69,2
68,5
69
70,1
70
69,8
69,2
70,9
70
69,6
69,8
68,8
70,7
70
69,7
70,7
70,6
70,9
69,8
68,9
70,4
68,7
69,1
69,4
69,2
69
69,3
69,6
69,8
69,1
68,7
69,1
68,9
69,7
68,8
68
69,2
69,6
69,7
68,5
68,1
69,6
69,4
68,7
69,3
69,2
68,5
68,2
68,6
67,9
69
69,7
67,7
68,9
70,2
69,2
69,3
68,9
68,7
70,3
69,3
69,2
68,8
68,8
68,6
68,7
68,6
68,9
69
68,9
68,9
70
69
68,4
68,4
68,9
69,5
68,6
69,4
68,7
69,3
69,5
69,2
68,6
69,2
69,3
68,6
69,3
70,4
70
69
68,7
71
70,2
68,9
68,6
69,8
69,3
68,6
69,3
68,9
70,2
68,9
69,4
67,2
70,2
68,8
68,5
68,7
68,6
68,3
68,4
67,1
67,8
69,4
68
67,2
67,3
68,8
67,1
67,7
68,5
68,6
68,9
69,2
67,6
68,9
68,2
69
69,8
68,6
68,8
69,8
70,2
70,2
70
70,4
70,1
69,7
70,2
70,3
70,4
70,7
69,3
69,1
70,5
69,5
71
69,1
69
70,1
69,1
69,8
69,9
69,9
68,4
68,1
70,6
69,5
70,3
69,9
69,2
70,6
70,1
70,4
69,3
69,8
70
69,9
69,1
70,1
70,3
69,6
70,2
70,5
69,9
70
69,6
69,6
69,9
69,5
70,5
70,7
70,6
69,7
69,7
69,8
69,5
70,6
70,7
70,3
69,7
70,9
68,7
69,4
69
69,1
69,3
68,8
70,2
68,5
70,4
69,6
70,7
70,1
68,2
68,4
70,4
70,7
70,3
71,3
70,6
71
71,3
71,1
71,1
